id,nombre_contenedor,tipo,estado,descripcionC,created_at,updated_at,empresa_id,generador_id,telemetria_id,set_point,latitud,longitud,ultima_fecha,temp_supply_1,temp_supply_2,return_air,evaporation_coil,condensation_coil,compress_coil_1,compress_coil_2,ambient_air,cargo_1_temp,cargo_2_temp,cargo_3_temp,cargo_4_temp,relative_humidity,avl,suction_pressure,discharge_pressure,line_voltage,line_frequency,consumption_ph_1,consumption_ph_2,consumption_ph_3,co2_reading,o2_reading,evaporator_speed,condenser_speed,battery_voltage,power_kwh,power_trip_reading,power_trip_duration,suction_temp,discharge_temp,supply_air_temp,return_air_temp,dl_battery_temp,dl_battery_charge,power_consumption,power_consumption_avg,alarm_present,capacity_load,power_state,controlling_mode,humidity_control,humidity_set_point,fresh_air_ex_mode,fresh_air_ex_rate,fresh_air_ex_delay,set_point_o2,set_point_co2,defrost_term_temp,defrost_interval,water_cooled_conde,usda_trip,evaporator_exp_valve,suction_mod_valve,hot_gas_valve,economizer_valve,ethylene,stateProcess,stateInyection,timerOfProcess,modelo,alarm_number,NA,ripener_prueba,defrost_prueba,sp_ethyleno,extra_1,extra_2
298,ZGRU2018234,Madurador,1,"NESTLE METRO RETABLO","2023-12-26 14:57:21","2024-01-02 09:49:45",1,1,4494,-25,-11.9803,-77.1226,"2024-07-19 15:24:41",-18.6,-3277,1.9,10.1,26.8,35.2,-3276.9,0,-38.5,-38.5,-38.5,-38.5,79,32766,3276.6,3276.6,445,60,8.8,9.4,9,25.4,3276.6,0,100,0,11975.8,11299.4,0,3276.6,3276.6,6528.6,6528.6,29.06,0,5.87,2.29,0,94,1,1,0,254,0,32766,3276.6,3276.6,3276.6,18,6,0,0,255,255,255,255,320,0,0,0,THERMOKING,NULL,NA,2,2,0,0,0
299,ZGRU9075727,Madurador,1,"TALMA CONFIRMAR","2023-12-26 16:49:02","2024-01-02 09:49:19",1,1,4495,-20,-11.9803,-77.1226,"2024-02-03 12:00:35",-37.9,-3277,-16.5,-22.5,37,82.1,-3276.9,31,-38.5,-38.5,-38.5,-38.5,92,32766,3276.6,3276.6,423,60,9.6,9.4,9.6,25.4,3276.6,30,100,0,7573.1,2003.9,0,3276.6,3276.6,6515.7,6537.1,0.28,0,5.58,1.98,0,100,1,1,0,254,0,32766,3276.6,3276.6,3276.6,18,6,0,0,255,255,255,255,0,3,0,0,THERMOKING,NULL,NA,2,2,0,0,0
300,ZGRU9655945,Madurador,1,"Sin Informacion","2023-12-27 14:29:09","2023-12-27 14:29:09",1,1,4496,4,-11.9803,-77.1226,"2023-12-27 14:35:28",19.2,-3277,24.8,23.1,-3277,60.4,-3276.9,28,0,0,0,0,97,32766,3276.6,3276.6,463,60,5.1,4.9,5.2,25.4,3276.6,0,0,0,9090.6,0.3,0,3276.6,3276.6,19.2,24.8,27.89,69.39,2.56,171.52,0,100,0,0,1,65,0,32766,3276.6,3276.6,3276.6,18,6,0,0,255,255,255,255,0,0,0,0,THERMOKING,NULL,NA,2,2,0,0,0
301,ZGRU9086300,Madurador,1,"Sin Informacion","2023-12-27 16:26:30","2023-12-27 16:26:30",1,1,4497,-25,-11.9803,-77.1226,"2023-12-27 16:26:30",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,156,1,1,0,254,0,32766,3276.6,3276.6,3276.6,18,6,0,0,255,255,255,255,0,0,0,0,THERMOKING,NULL,NA,2,2,0,0,0
302,ZGRU5140008,Madurador,1,"NESTLE METRO CUTERVO-ICA","2023-12-27 16:42:25","2024-05-17 14:00:25",50,1,4498,-25,-11.9803,-77.1226,"2024-07-19 15:25:24",-30.7,-3277,-26.1,-26.9,36.4,76.8,-3277,25.9,0,-38.5,-38.5,-38.5,85,32766,3276.6,3276.6,469,60,0,0,0,25.4,3276.6,0,0,0,64955.4,11913.3,0,3276.6,3276.6,6522.9,6527.5,32.96,0,0.02,2.42,0,48,1,1,0,254,0,32766,3276.6,3276.6,3276.6,18,6,0,0,255,255,255,255,0,0,0,0,THERMOKING,NULL,NA,2,2,0,0,0
303,ZGRU2014239,Madurador,1,"NESTLE METRO CANTO REY","2023-12-28 09:22:11","2024-01-02 09:48:24",1,1,4499,17,-11.9803,-77.1226,"2024-06-13 17:41:01",16.7,-3277,18.9,18.6,39.5,33.1,-3276.9,18.4,0,-38.5,-38.5,-38.5,91,32766,6502.4,6515.1,466,60,11.7,12.9,10.7,25.4,3276.6,60,6939,0,2951040,44006.4,0,6502.4,6515.1,4339.1,4838.4,458.24,0.1,102.4,345.63,0,27,0,0,0,1,96,65024,6515.1,6515.1,6515.1,21.75,7,6,0,0,255,255,255,0,0,0,0,THERMOKING,NULL,NA,2,2,0,0,0
304,ZGRU6235391,Madurador,1,"ICS MIAMI","2024-01-09 15:00:54","2024-01-09 15:34:49",38,1,4500,10,-11.9803,-77.1226,"2024-04-27 16:19:01",10.2,-3277,12.9,8.7,39,64.2,-3276.9,27.4,0,0,0,0,86,0,3276.6,3276.6,485,60,7.1,7.7,5.9,0.2,20.5,60,11,0,4019.7,113.2,0,3276.6,3276.6,10,12.9,0.08,0,2.78,1.1,0,39,1,1,1,92,0,32766,3276.6,3276.6,3276.6,18,6,0,0,255,255,255,255,320,3,0,41,THERMOKING,NULL,NA,2,2,105,1,0
305,ZGRU0000123,Madurador,1,"Sin Informacion","2024-01-10 15:30:29","2024-01-10 15:30:29",1,1,4501,25,-11.9803,-77.1226,"2024-01-11 09:45:49",23.6,-3277,23.7,23.5,-3277.2,-3277.2,-3276.9,0,0,0,0,0,32766,32767,3276.6,3276.6,32766,32760,35,35,35,51,3276.6,0,0,0,20185.9,0,0,3276.6,3276.6,23.6,23.7,23.43,0,0.01,0,1,156,1,1,0,254,0,32766,3276.6,3276.6,3276.6,18,6,0,0,255,255,255,255,0,6,0,251,THERMOKING,NULL,NA,2,2,30,0,0
306,ZGRU0001234,Madurador,1,"Sin Informacion","2024-01-11 09:46:29","2024-01-11 09:46:29",1,1,4502,5,-11.9803,-77.1226,"2024-04-08 17:22:53",24.6,-3277,24.8,25.2,-3277.2,-3277.3,-3276.9,0,0,0,0,0,32766,32767,3276.6,3276.6,32766,32760,35,35,35,51,3276.6,0,0,0,20187.8,0.7,0,3276.6,3276.6,24.6,24.8,28.58,0,0.01,0,1,156,1,1,0,254,0,32766,3276.6,3276.6,3276.6,18,6,0,0,255,255,255,255,0,6,0,30,THERMOKING,NULL,NA,2,2,37,0,0
307,ZGRU5143711,Madurador,1,"RANSA -  YANACOCHA","2024-01-12 09:26:42","2024-01-15 11:58:50",1,1,4503,-22,-11.9803,-77.1226,"2024-02-18 07:50:08",-20.8,-3277,-21.4,-20.9,14.8,32.4,-3276.9,9.2,-17.9,-20.8,-25.7,-38.5,45,32766,3276.6,3276.6,433,53,0.7,0.7,0.7,25.4,3276.6,30,0,0,14224.5,2186.4,0,3276.6,3276.6,6532.8,6532.2,22.18,0,0.2,2.42,0,100,1,1,0,254,0,32766,3276.6,3276.6,3276.6,18,6,0,0,255,255,255,255,0,3,0,0,THERMOKING,NULL,NA,2,2,0,0,0
308,ZGRU5147070,Madurador,1,"RANSA - YANACOCHA","2024-01-12 09:35:16","2024-01-15 11:58:39",1,1,4504,5,-11.9803,-77.1226,"2024-01-26 11:39:33",5,-3277,6,6.5,38.6,76.4,-3276.9,18.4,5.6,0,-38.5,-38.5,86,32766,3276.6,3276.6,439,53,6.4,6.7,6.5,25.4,3276.6,60,3,0,3887.4,743.7,0,3276.6,3276.6,5,6,32.8,0,1.44,2.11,0,14,1,1,0,254,0,32766,3276.6,3276.6,3276.6,18,6,0,0,255,255,255,255,0,3,0,0,THERMOKING,NULL,NA,2,2,0,0,0
309,ZGRU9079131,Madurador,1,"RANSA - MALVINAS","2024-01-13 16:19:02","2024-01-15 11:57:38",1,1,4505,0,-11.9803,-77.1226,"2024-04-11 10:19:40",0,-3277,1.5,2,34.4,59.7,-3276.9,23.3,-0.1,1.2,1.9,0,92,32766,3276.6,3276.6,460,60,5.1,5.3,5,25.4,3276.6,60,3,0,36819.9,3459.3,0,3276.6,3276.6,0,1.1,655.35,0,1.72,2.33,1,19,1,1,0,254,0,32766,3276.6,3276.6,3276.6,18,6,0,0,255,255,255,255,0,3,0,0,THERMOKING,NULL,NA,2,2,0,0,0
310,ZGRU8722911,Madurador,1,"RANSA LOTE 88","2024-01-15 09:42:33","2024-03-19 16:36:00",45,1,4506,-22,-11.8377,-72.9497,"2024-07-19 15:25:12",-27.7,-3277,-22.4,-20.5,39,71.2,-3276.9,28.9,-19.9,-25.7,-24.7,-25.7,68,32766,3276.6,3276.6,471,60,10.9,11,10.2,25.4,3276.6,30,100,0,15319.6,6973.6,0,3276.6,3276.6,6525.9,6531.2,37.6,0,6.98,3.08,0,100,1,1,0,254,0,32766,3276.6,3276.6,3276.6,18,6,0,0,255,255,255,255,0,3,0,0,THERMOKING,NULL,NA,2,2,0,0,0
311,ZGRU8754950,Madurador,1,"RANSA - MALVINAS ","2024-01-15 09:44:15","2024-01-15 11:58:10",1,1,4509,7,-11.9803,-77.1226,"2024-07-18 17:02:22",7,-3277,8.2,8.4,39.8,77.8,-3276.9,19.6,-38.5,217.5,154.3,0,89,32766,3276.6,3276.6,445,60,5,4.8,5,25.4,3276.6,30,4,0,9816.3,3709.9,0,3276.6,3276.6,7,8.2,29.84,0,0.8,1.44,0,12,1,1,0,254,0,32766,3276.6,3276.6,3276.6,18,6,0,0,255,255,255,255,0,3,0,0,THERMOKING,NULL,NA,2,2,0,0,0
312,ZGRU5131876,Madurador,1,"RANSA LOTE 88","2024-01-16 08:31:31","2024-03-19 16:38:40",45,1,4527,-22,-11.9803,-77.1224,"2024-05-10 12:09:35",17,-3277,19.4,19,29.4,44.2,-3276.9,25,17.9,18.7,0,0,97,32766,3276.6,3276.6,463,60,5,5.1,5,25.4,3276.6,0,0,0,63886.4,0.2,0,3276.6,3276.6,17,19.4,23.22,0.37,4.06,3.27,0,48,1,1,0,254,0,32766,3276.6,3276.6,3276.6,18,6,0,0,255,255,255,255,0,3,0,0,THERMOKING,NULL,NA,2,2,0,0,0
313,ZGRU1503248,Madurador,1,"RANSA LOTE 88","2024-01-16 09:35:45","2024-03-19 16:38:06",45,1,4528,-22,-11.8377,-72.9498,"2024-07-19 15:25:44",-15,-3277,0.2,6.7,43.8,55.9,-3276.9,28.8,-38.5,-38.5,-38.5,-38.5,97,32766,3276.6,3276.6,471,60,12.2,12.2,11.3,25.4,3276.6,0,100,0,20234.6,9119.3,0,3276.6,3276.6,6531.5,6531.6,37.89,0,7.86,3.01,0,100,1,1,0,254,0,32766,3276.6,3276.6,3276.6,18,6,0,0,255,255,255,255,0,3,0,0,THERMOKING,NULL,NA,2,2,0,0,0
314,ZGRU7213000,Madurador,1,"MODULO 5","2024-01-17 17:24:33","2024-01-19 22:00:09",39,1,4529,-1,-11.9803,-77.1226,"2024-03-22 12:04:34",3,-3277,2.5,2.6,32.2,30.2,-3277,32.9,3,0,2.6,2.7,14975,65024,6502.4,6515.1,47231,63489,38.3,0,0,0,6515.1,127,0,0,2373840,36121.6,0,6502.4,6515.1,780.7,640,66.56,0,2.56,145.92,0,255,0,0,0,0,0,32766,3276.6,3276.6,3276.6,18,6,0,0,255,255,255,255,0,0,0,0,THERMOKING,NULL,NA,2,2,0,2,0
315,ZGRU7217000,Madurador,1,"MODULO 1","2024-01-17 17:51:17","2024-01-19 21:58:40",39,1,4530,-0.5,-11.9803,-77.1226,"2024-03-22 12:05:15",-0.5,-3277,0.8,-0.9,46.2,83.2,-3277,35.9,0.8,0.7,0,-38.5,74,32766,3276.6,3276.6,439,60,9.2,7.9,7.7,25.4,3276.6,60,40,0,11509.9,529.8,0,3276.6,3276.6,6553.1,0.8,509.48,10.51,655.35,2.55,0,37,1,0,0,0,0,32766,3276.6,3276.6,3276.6,18,6,0,0,249,201,27,4,0,0,0,0,THERMOKING,NULL,NA,2,2,0,2,0
316,ZGRU7216000,Madurador,1,"MODULO 2","2024-01-17 17:54:38","2024-01-19 21:58:49",39,1,4531,-0.5,-11.9803,-77.1226,"2024-03-22 12:04:43",0.3,-3277,1.4,-0.3,38.9,49.3,-3277,35.7,0.6,0.7,1,0,79,32766,6502.4,6515.1,442,60,6.5,6.3,6,25.4,3276.6,0,0,0,12025.4,177653,0,6502.4,6515.1,38.3,358.4,81.92,0,2.56,43.52,0,31,0,0,0,0,0,32766,3276.6,3276.6,3276.6,18,6,0,0,255,255,255,255,0,0,0,0,THERMOKING,NULL,NA,2,2,0,2,0
317,ZGRU7215000,Madurador,1,"MODULO 3","2024-01-17 18:03:26","2024-01-19 21:58:59",39,1,4532,-2.5,-11.9803,-77.1226,"2024-03-22 11:44:43",0.9,-3277,0.9,0.1,33.3,33,-3277,34.9,0.2,1.3,0.2,0,72,32766,6502.4,6515.1,443,60,3,3.9,5.4,25.4,3276.6,0,0,0,1855370,162048,0,6502.4,6515.1,243.1,230.4,48.64,0,2.56,624.64,1,49,0,0,0,0,0,32766,3276.6,3276.6,3276.6,18,6,0,0,255,255,255,255,0,0,0,0,THERMOKING,NULL,NA,2,2,0,2,0
318,ZGRU7214000,Madurador,1,"MODULO 4","2024-01-17 18:25:51","2024-01-19 21:59:10",39,1,4533,-2,-11.9803,-77.1226,"2024-03-22 12:05:33",-1.9,-3277,0.8,-2.5,44.8,74.2,-3276.9,35.1,1,0.4,0.5,0,79,32766,3276.6,3276.6,439,60,9.4,8,7.8,25.4,3276.6,60,100,0,10281.7,629.6,0,3276.6,3276.6,6551.6,0.8,39.23,0,2.6,2.44,1,73,1,0,0,0,0,32766,3276.6,3276.6,3276.6,18,6,0,0,255,255,255,255,0,0,0,0,THERMOKING,NULL,NA,2,2,0,2,0
319,ZGRU5004538,Madurador,1,"RANSA LOTE 88","2024-01-23 11:38:14","2024-02-23 17:51:35",1,1,4534,-2.52,-11.9803,-77.1226,"2024-03-27 08:40:34",25.3,-25.2,25.5,25.9,-51.2,-51.2,-38.5,25.3,-38.5,217.5,103.1,0,65535,65535,3276.6,3276.6,65535,60,2.8,3.5,2.9,25.4,3276.6,60,0,0,23022.9,0.2,0,3276.6,3276.6,25.3,24.1,24.51,0,1.7,0.01,210,255,1,1,0,254,0,32766,3276.6,3276.6,3276.6,18,4,0,0,255,255,255,255,0,3,0,0,THERMOKING,NULL,NA,2,2,0,0,0
320,ZGRU8721828,Madurador,1,"Sin Informacion","2024-01-23 11:45:28","2024-01-23 11:45:28",1,1,4535,-16,-11.9803,-77.1226,"2024-03-01 17:49:38",29,-3277,28,25.3,28.6,45.4,-3276.9,28.2,0,0,0,0,70,32766,3276.6,3276.6,463,60,10.4,10.7,9.8,25.4,3276.6,30,100,0,62134.8,0.1,0,3276.6,3276.6,29,28,27.74,0.32,6.77,5.43,0,98,1,1,0,254,0,32766,3276.6,3276.6,3276.6,18,6,0,0,255,255,255,255,0,0,0,0,THERMOKING,NULL,NA,2,2,0,0,0
321,ZGRU6351991,Madurador,1,2XL-I,"2024-01-26 12:31:22","2024-04-09 11:33:04",40,1,4536,12,-11.9803,-77.1226,"2024-04-15 17:54:41",12,-3277,19.4,19.6,49.7,76.2,-3276.9,29,16.3,19.3,18,0,71,0,3276.6,3276.6,404,51,12.6,12.6,12.5,0,20.7,60,100,0,21927.6,3486.4,0,3276.6,3276.6,12,19.4,0.25,0,6.85,3.02,0,98,1,1,1,90,2,32766,3276.6,3276.6,3.5,18,6,0,0,255,255,255,255,0,3,0,0,THERMOKING,NULL,NA,2,2,120,0,0
322,xdax00x00x00x00x00x00x00x00x00x00,Madurador,1,"Sin Informacion","2024-01-26 14:30:09","2024-01-26 14:30:09",1,1,4537,2.56,-11.9803,-77.1226,"2024-01-26 14:30:09",19.9,-3277,22.9,22.1,37.3,54.8,-3276.9,33.1,-3277,-3277,-3277,-3277,0,0,3276.6,3276.6,360,60,12.4,16,12.2,25.4,3276.6,0,0,0,29725.5,5461.3,0,3276.6,3276.6,19.9,22.9,0.19,0,0.01,2.85,2.84,0,0,0,0,0,0,0,3276.6,332.8,696.6,652.84,255,255,255,254,127,0,0,0,0,0,0,THERMOKING,NULL,NA,2,2,0,0,0
323,xffx00x00x00x00x00x00x00x00x00x00,Madurador,1,"Sin Informacion","2024-01-26 14:34:35","2024-01-26 14:34:35",1,1,4538,-2.52,-11.9803,-77.1226,"2024-01-26 14:43:31",-38.5,-38.5,-38.5,12.7,16,12.2,-3277,33.1,0,0,-1113.7,-204.8,5120,0,3276.6,3276.6,509,60,12.4,16,12.2,25.4,3276.6,0,0,0,29725.5,5461.3,0,3276.6,3276.6,19.9,22.9,0.19,0,0.01,2.85,2.84,255,255,255,255,255,255,0,3276.6,332.8,696.6,652.84,255,255,255,0,20,0,0,0.3,0.3,0.3,0.3,THERMOKING,NULL,NA,2,2,0,0,0
324,ZGRU6915730,Madurador,1,MADURADOR-1,"2024-01-26 14:52:42","2024-04-09 11:47:44",40,1,4539,17,-11.9803,-77.1226,"2024-04-14 08:54:11",17,-3277,18.9,21.3,46.9,69,-3276.9,24.9,0,0,0,0,89,0,3276.6,3276.6,403,50,8.2,7.9,7.7,25.4,3276.6,0,0,0,36701.4,12437.2,0,3276.6,3276.6,17,18.9,0.16,0,0.01,3.27,0,45,0,0,1,90,0,32766,3276.6,3276.6,3276.6,18,6,0,0,255,255,255,255,11,3,0,0,THERMOKING,NULL,NA,2,2,80,1,0
325,ZGRUx07x00x8ex00x13x00xff,Madurador,1,"Sin Informacion","2024-01-28 08:32:14","2024-01-28 08:32:14",1,1,4540,20,-11.9803,-77.1226,"2024-01-28 08:32:14",19,-3277,20.7,20.2,39.7,65.9,-3276.9,26.3,0,0,0,0,90,0,3276.6,3276.6,470,60,5.1,5,4.9,25.4,3276.6,30,7,0,1121.4,464.3,0,3276.6,3276.6,19,20.7,37.2,0,0.93,3.45,0,13,1,13,1,90,0,32766,3276.6,3276.6,3276.6,18,6,0,0,255,255,255,255,0,3,0,0,THERMOKING,NULL,NA,2,2,100,0,0
326,xfex00RU6210620,Madurador,1,"Sin Informacion","2024-01-28 17:33:55","2024-01-28 17:33:55",1,1,4542,2.56,-11.9803,-77.1226,"2024-01-28 17:34:33",19,-3277,20.7,20.4,40.4,69,-3276.9,30.2,-0,-0,0,-1.02198e31,89,0,3276.6,3276.6,471,60,5.2,5.1,5,25.4,3276.6,30,15,0,1139.4,482.2,0,3276.6,3276.6,19,20.7,46.27,0,0.96,3.36,128,0,0,0,0,0,0,0,3276.6,2585.6,713.1,652.84,255,0,0,255,255,255,255,119.2,3,0,0,THERMOKING,NULL,NA,2,2,100,0,0
327,ZGRU6210x01x00x07,Madurador,1,"Sin Informacion","2024-01-29 01:17:17","2024-01-29 01:17:17",1,1,4543,20,-11.9803,-77.1226,"2024-01-29 01:17:59",19,-3277,20,20.1,39.9,66.8,-3276.9,24,0,-1.58645e29,0,-38.5,90,0,3276.6,3276.6,453,60,8,7.4,7.6,25.4,3276.6,60,9,0,1160.9,503.8,0,3276.6,3276.6,19,20,37.31,0,2.67,3.33,0,16,1,16,1,90,0,32766,3276.6,3276.6,3276.6,18,6,0,0,255,255,255,255,42.9,3,0,0,THERMOKING,NULL,NA,2,2,100,0,0
328,x0bx00x0fx00x00x0010620,Madurador,1,"Sin Informacion","2024-01-29 01:19:25","2024-01-29 01:19:25",1,1,4544,20,-11.9803,-77.1226,"2024-01-29 01:20:05",19,-3277,20,20.1,40,66.9,-3276.9,24,0,-1.58645e29,0,-38.5,90,0,3276.6,3276.6,463,60,5.7,5.7,5.8,25.4,3276.6,60,9,0,1161,503.9,0,3276.6,3276.6,19,20,37.31,0,1.93,3.33,0,16,1,16,1,90,0,32766,3276.6,3276.6,3276.6,18,6,0,0,255,255,255,255,42.7,3,0,0,THERMOKING,NULL,NA,2,2,100,0,0
329,ZGRU5169758,Madurador,1,"NESTLE CENTRAL","2024-02-01 13:59:27","2024-02-03 12:29:10",1,1,4545,-18,-12.1732,-76.9929,"2024-07-10 15:36:01",-10.4,-3277,-7.8,-11.2,30.4,37.9,-3277,17.1,-38.5,-38.5,-38.5,-38.5,97,32766,3276.6,3276.6,463,60,10.3,10.5,10.3,25.4,3276.6,30,100,0,51019.7,316.8,0,3276.6,3276.6,6543.2,6545.8,29,0,6.64,2.2,0,100,1,1,0,254,0,32766,3276.6,3276.6,3276.6,18,6,0,0,255,255,255,255,0,0,0,0,THERMOKING,NULL,NA,2,2,0,0,0
330,ZGRU1012750,Madurador,1,"NESTLE CENTRAL","2024-02-01 14:55:59","2024-02-07 14:12:00",1,1,4546,-23,-11.9803,-77.1226,"2024-06-14 11:20:37",20.4,-3277,20.7,21.1,21.4,37.4,-3277,21.6,0,0,0,0,73,32766,3276.6,3276.6,463,60,2.2,2.3,2.6,25.4,3276.6,0,0,0,56487.6,1,0,3276.6,3276.6,20.4,20.7,24.22,0.1,0.01,0.06,0,53,0,0,0,254,0,32766,3276.6,3276.6,3276.6,18,6,0,0,255,255,255,255,0,0,0,0,THERMOKING,NULL,NA,2,2,0,0,0
331,ZGRU7502153,Madurador,1,"PACHAMAMA FARMS","2024-02-02 17:10:20","2024-04-04 10:14:01",1,1,4547,-2.52,-11.9803,-77.1226,"2024-06-16 02:08:18",20.1,-25.2,20.8,25.7,-4249.5,-51.2,-38.5,-38.5,-38.5,217.5,154.3,0,65535,65535,3276.6,3276.6,65535,32760,0.1,0,0,25.5,3276.7,0,0,0,16581.1,782.2,0,3276.6,3276.6,20.1,20.8,26.54,0,0.01,0.33,210,255,0,0,1,90,0,32766,3276.6,3276.6,3276.6,18,6,0,0,255,255,255,255,0,3,0,23,THERMOKING,NULL,NA,2,2,100,0,0
332,LOSU1333070,Madurador,1,"Sin Informacion","2024-02-02 18:04:36","2024-02-02 18:04:36",1,1,4548,-20,-11.9803,-77.1226,"2024-02-02 18:07:40",15.8,-3277,26.1,23.5,43.1,61.5,-3276.9,27.4,0,-38.5,-38.5,-38.5,15231,65024,6502.4,6515.1,52607,15361,3097.6,3020.8,2944,25.4,6515.1,7807,25600,0,3225.7,0,0,6502.4,6515.1,4057.5,128,238.09,133.23,12.8,642.59,0,90,1,1,0,254,0,32766,3276.6,3276.6,3276.6,18,6,0,0,255,255,255,255,0,3,0,0,THERMOKING,NULL,NA,2,2,0,0,0
333,ZGRU8701185,Madurador,1,"NESTLE CENTRAL","2024-02-03 09:26:00","2024-02-07 14:12:16",1,1,4549,-20,-11.9803,-77.1226,"2024-07-04 13:44:43",16.1,-3277,19.8,17.9,29.1,29.7,-3276.9,20.5,0,0,0,0,87,32766,3276.6,3276.6,459,60,10.1,10.6,9.4,25.4,3276.6,30,100,0,1390.1,0.1,0,3276.6,3276.6,16.1,19.8,22.67,0.44,6.73,6,0,100,1,1,0,254,0,32766,3276.6,3276.6,3276.6,18,6,0,0,255,255,255,255,0,3,0,0,THERMOKING,NULL,NA,2,2,0,0,0
334,LOSU1333080,Madurador,1,"Sin Informacion","2024-02-10 10:02:45","2024-02-10 10:02:45",1,1,4550,-20,-11.9803,-77.1226,"2024-02-10 10:04:04",26.2,-3277,27.7,27.5,28.6,32.3,-3276.9,26.5,0,0,0,0,97,32766,3276.6,3276.6,465,59,8.9,7.9,9,25.4,3276.6,30,100,0,8.6,0,0,3276.6,3276.6,26.2,27.7,26.59,0.52,5.7,2.3,0,99,1,1,0,254,0,32766,3276.6,3276.6,3276.6,18,6,0,0,255,255,255,255,0,3,0,0,THERMOKING,NULL,NA,2,2,0,0,0
335,ZGRU4727037,Madurador,1,"REDONDOS HUACHO","2024-02-10 10:04:44","2024-02-23 17:50:30",1,1,4551,-5,-11.9803,-77.1226,"2024-07-19 15:25:26",3.8,-3277,7.6,3.4,27.3,39.9,-3276.9,22.6,23.7,-38.5,-38.5,-38.5,32766,32766,3276.6,3276.6,464,60,5,5.1,5.1,25.4,3276.6,0,0,0,16646.5,16637.9,0,3276.6,3276.6,6548.6,6551.7,33.58,0,4.07,4.33,0,50,1,1,0,254,0,32766,3276.6,3276.6,3276.6,18,6,0,0,255,255,255,255,0,3,0,0,THERMOKING,NULL,NA,2,2,0,0,0
336,LOSU1333060,Madurador,1,"Sin Informacion","2024-02-10 11:30:38","2024-02-10 11:30:38",1,1,4552,-5,-11.9803,-77.1226,"2024-02-10 11:33:23",27.8,-3277,0,0,-5555.1,-5631.9,-25.5,0,0,-38.5,-38.5,-38.5,20351,65024,6502.4,6515.1,52863,15617,1152,1177.6,1177.6,NULL,6515.1,127,0,0,2329.7,0,0,6502.4,6515.1,575.9,691.3,2.83,28.98,0.52,0.73,0,67,1,1,0,254,0,32766,3276.6,3276.6,3276.6,18,6,0,0,255,255,255,255,0,3,0,0,THERMOKING,NULL,NA,2,2,0,0,0
337,ZGRU5161551,Madurador,1,"REDONDOS HUACHO","2024-02-10 11:36:44","2024-02-23 17:50:51",1,1,4553,-4,-11.9803,-77.1226,"2024-07-19 15:25:36",3.4,-3277,7.5,7.9,51.2,74.3,-3276.9,28.8,28.3,-38.5,-38.5,-38.5,87,32766,3276.6,3276.6,458,60,14.5,14.7,13.8,25.4,3276.6,60,100,0,18815.8,18806.7,0,3276.6,3276.6,3.4,7.5,34.29,0,9.32,4.9,0,100,1,1,0,254,0,32766,3276.6,3276.6,3276.6,18,6,0,0,255,255,255,255,0,3,0,0,THERMOKING,NULL,NA,2,2,0,0,0
338,xffGRU6915730,Madurador,1,"Sin Informacion","2024-02-13 18:27:09","2024-02-13 18:27:09",1,1,4554,18,-11.9803,-77.1226,"2024-03-22 02:16:54",18,180,0.6,-25.6,-0.1,-1894.5,-14.9,23.8,105.1,-0.1,180,0.6,65280,65535,6502.4,6515.1,65284,255,9.2,9,10,25.4,3276.6,60,6939,0,8715700,2504060,0,6502.4,6515.1,4620.7,4710.4,40.96,0,176.64,115.22,0,28,1,1,193,67,7,6,6528,6553.5,1382.3,69.87,4,255,255,0,255,255,255,57.5,3,0,-17557,THERMOKING,NULL,NA,2,2,-1,0,0
339,xfaGRU6915730,Madurador,1,"Sin Informacion","2024-02-13 18:50:22","2024-02-13 18:50:22",1,1,4555,18,-11.9803,-77.1226,"2024-02-13 18:56:10",0,-2.4,3.5,0,0.6,-25.6,-0.1,-0.1,-25.2,-25.2,127.9,127.9,45054,33062,3276.7,2509.1,47487,0,486.5,0,3020.8,NULL,512.1,65407,42623,0,429497000,45914500,0,3276.7,2509.1,105.1,6553.5,0.19,0,0.01,2.76,0,98,1,1,8,255,255,65535,4470.1,105.1,6553.5,655.35,4,255,4,254,175,38,129,0,3,0,3839,THERMOKING,NULL,NA,2,2,-1,0,0
340,ZxffRU6915730,Madurador,1,"Sin Informacion","2024-02-13 18:58:50","2024-02-13 18:58:50",1,1,4556,18,-11.9803,-77.1226,"2024-02-13 19:11:41",-38.5,-38.5,-38.5,-38.5,16.5,16.1,0,20.6,6,10,115.6,0.7,4865,0,3276.7,2509.1,47615,0,486.5,0,3020.8,NULL,512.1,65407,42623,0,429497000,45914500,0,3276.7,2509.1,105.1,6553.5,0.19,0,0.01,2.76,0,227,0,0,255,255,255,44458,105.1,6553.5,4479.5,338.19,4,255,4,254,175,38,129,0,3,0,3839,THERMOKING,NULL,NA,2,2,-1,0,0
